fnummer,personstatus,fornavn,etternavn,kjoenn,foedselsdato,postnummer
05897598819,BOSATT,Velkommen,Varedeklarasjon,KVINNE,1975-09-05,7020
05898199314,BOSATT,Akselererende,Geit,MANN,1981-09-05,6390
05900348985,BOSATT,Sjokkert,Lege,MANN,1903-10-05,3213
05910049978,BOSATT,Smiskende,Kongress,MANN,1900-11-05,5300
05910849915,BOSATT,Humoristisk,Sans,MANN,1908-11-05,0568
05918898737,BOSATT,Oriental,Ham,MANN,1988-11-05,0681
06819496933,BOSATT,Vidsynt,Frekvens,MANN,1994-01-06,4308
06820699392,BOSATT,Sannferdig,Balsam,MANN,2006-02-06,1363
06824698269,BOSATT,Positiv,Bakepulver,KVINNE,1946-02-06,7026
06828497950,BOSATT,Tilgivende,Mark,MANN,1984-02-06,4262
06832248043,BOSATT,Ubestikkelig,Jorde,KVINNE,1922-03-06,2008
06834797214,BOSATT,Masse,Mann,KVINNE,1947-03-06,4330
06836597239,BOSATT,Urimelig,Trapp,KVINNE,1965-03-06,1597
06840549680,BOSATT,Samlet,Kopp,KVINNE,1905-04-06,2677
06846198049,BOSATT,Dyrebar,Kattunge,KVINNE,1961-04-06,4887
06846596516,BOSATT,Lyseblå,Parfyme,MANN,1965-04-06,3617
06850098725,BOSATT,Proaktiv,Framtid,MANN,2000-05-06,2850
06861349061,BOSATT,Ufruktbar,Jorde,KVINNE,1913-06-06,1388
06866097567,BOSATT,Uvirksom,Karusell,MANN,1960-06-06,6610
06867398846,BOSATT,Glemsom,Nettverkskabel,KVINNE,1973-06-06,5517
06870649086,BOSATT,Fattig,Bøk,KVINNE,1906-07-06,8516
06870799959,BOSATT,Smidig,Fruktbutikk,MANN,2007-07-06,3580
06871299720,BOSATT,Skeptisk,Torsk,MANN,2012-07-06,1784
06873749243,BOSATT,Subjektiv,Veske,KVINNE,1937-07-06,0781
06876394543,BOSATT,Glemsom,Krypdyr,MANN,1963-07-06,2060
06876897332,BOSATT,Livstrett,Teleskopord,MANN,1968-07-06,3475
06877598444,BOSATT,Virtuell,Golv,KVINNE,1975-07-06,4724
06879099380,BOSATT,Ledende,Kontroll,MANN,1990-07-06,5094
06880249183,BOSATT,Initiativrik,Hette,MANN,1902-08-06,3140
06880349447,BOSATT,Vokal,Del,KVINNE,1903-08-06,0257
06885997900,BOSATT,Kognitiv,Ingress,MANN,1959-08-06,6264
06886897160,BOSATT,Overmodig,Leverandør,MANN,1968-08-06,3849
06891499904,BOSATT,Ordentlig,Bussjåfør,MANN,2014-09-06,4707
06897299427,BOSATT,Sprudlende,Naut,KVINNE,1972-09-06,2007
06900449648,BOSATT,Kompleks,Husbåt,KVINNE,1904-10-06,2383
06904796156,BOSATT,Familiær,Meny,MANN,1947-10-06,0785
06911448600,BOSATT,Rund,Ambisjon,KVINNE,1914-11-06,2662
06925198321,BOSATT,Slakk,Frukthage,MANN,1951-12-06,1387
07820548927,BOSATT,Utørst,Fiskebolle,MANN,1905-02-07,0257
07820748616,BOSATT,Neste,Litteratur,KVINNE,1907-02-07,8907
07825695936,BOSATT,Utrolig,Fuglekasse,MANN,1956-02-07,5568
07825898691,BOSATT,Vidsynt,Årsak,KVINNE,1958-02-07,3280
07826797139,BOSATT,Tørr,Bjelke,MANN,1967-02-07,9845
07827898729,BOSATT,Kulturell,Art,MANN,1978-02-07,7081
07830848899,BOSATT,Selvhjulpen,Katalysator,KVINNE,1908-03-07,6600
07830998238,BOSATT,Viljesterk,Øy,KVINNE,2009-03-07,2034
07831248801,BOSATT,Fin,Badeand,KVINNE,1912-03-07,7046
07838099402,BOSATT,Fredelig,Pendel,KVINNE,1980-03-07,3520
07840049978,BOSATT,Varm,Månefase,MANN,1900-04-07,2270
07841048193,BOSATT,Overfølsom,Korg,MANN,1910-04-07,4134
07845999052,BOSATT,Sterk,Torn,KVINNE,1959-04-07,0172
07846599007,BOSATT,Alternativ,Administrasjonsbygning,KVINNE,1965-04-07,4870
07847296601,BOSATT,Lett,Firkant,KVINNE,1972-04-07,3942
07850649892,BOSATT,Rask,Hinne,KVINNE,1906-05-07,8615
07850748777,BOSATT,Hardhudet,Legevakt,MANN,1907-05-07,4311
07857597448,BOSATT,Overbevisende,Servitør,KVINNE,1975-05-07,0192
07860449689,BOSATT,Lilla,Sentrum,KVINNE,1904-06-07,0987
07870449830,BOSATT,Matematisk,Drue,KVINNE,1904-07-07,7035
07870749893,BOSATT,Unøyaktig,Produksjon,KVINNE,1907-07-07,2383
07878198004,BOSATT,Opprett,Hoppe,KVINNE,1981-07-07,4824
07879299513,BOSATT,Utnyttende,Karaffel,MANN,1992-07-07,3802
07880749611,BOSATT,Opprømt,Enkemann,KVINNE,1907-08-07,2034
07880949300,BOSATT,Sta,Leveregel,MANN,1909-08-07,3512
07881349919,BOSATT,Oppklarende,Pakke,MANN,1913-08-07,9055
07881498493,BOSATT,Umusikalsk,Båndsalat,KVINNE,2014-08-07,2004
07885096179,BOSATT,Kursiv,Fødselsdag,MANN,1950-08-07,1680
07897197949,BOSATT,Refleksiv,Gitarhals,MANN,1971-09-07,2608
07907397070,BOSATT,Akseptabel,Drue,KVINNE,1973-10-07,3021
07910748674,BOSATT,Sigen,Mil,KVINNE,1907-11-07,7549
07915997281,BOSATT,Vertikal,Jente,KVINNE,1959-11-07,3617
07920349131,BOSATT,Utholden,Fjord,MANN,1903-12-07,2677
07920799471,BOSATT,Pompøs,Bomull,KVINNE,2007-12-07,7760
07923448424,BOSATT,Fattig,Maleri,KVINNE,1934-12-07,0675
07925799836,BOSATT,Skapende,Gyngestol,KVINNE,1957-12-07,6630
07927998445,BOSATT,Pessimistisk,Arm,KVINNE,1979-12-07,7760
08810949733,BOSATT,Eksakt,Geografi,MANN,1909-01-08,8615
08816696373,BOSATT,Ullen,Bygg,MANN,1966-01-08,2022
08822449795,BOSATT,Akvatisk,List,MANN,1924-02-08,0958
08826997029,BOSATT,Smidig,Kaktus,KVINNE,1969-02-08,4516
08827195260,BOSATT,Kompetent,Klang,KVINNE,1971-02-08,0854
08827697932,BOSATT,Fiolett,Konjakk,MANN,1976-02-08,1337
08830049836,DOED,Redd,Filt,KVINNE,1900-03-08,2270
08831949237,BOSATT,Sjelden,Sak,KVINNE,1919-03-08,5011
08836696272,BOSATT,Unøyaktig,Invitasjon,KVINNE,1966-03-08,5033
08840349455,BOSATT,Akrobatisk,Rekkefølge,KVINNE,1903-04-08,1680
08841047924,BOSATT,Akustisk,Bevegelse,MANN,1910-04-08,1970
08841549687,BOSATT,Rund,Fabrikk,KVINNE,1915-04-08,9014
08844896590,BOSATT,Klok,Kollega,MANN,1948-04-08,4790
08846596756,BOSATT,Ansvarsfull,Medvind,MANN,1965-04-08,4624
08848095681,BOSATT,Oppklarende,Blindveg,KVINNE,1980-04-08,7049
08848498883,BOSATT,Livlig,Grapefrukt,KVINNE,1984-04-08,6218
08856199496,BOSATT,Verd,Kartlegging,KVINNE,1961-05-08,1430
08857094930,BOSATT,God,Prest,MANN,1970-05-08,0665
08861797792,BOSATT,Usjenert,Telegram,MANN,2017-06-08,3652
08870147644,BOSATT,Glad,Fuktighetskrem,KVINNE,1901-07-08,4828
08870349182,BOSATT,Våken,Heldiggris,MANN,1903-07-08,3660
08871048798,BOSATT,Uvanlig,Bøffel,MANN,1910-07-08,1176
08876197546,BOSATT,Korrekt,Badestrand,MANN,1961-07-08,5986
08876598656,BOSATT,Handlekraftig,Malerbukse,KVINNE,1965-07-08,3480
08881448832,BOSATT,Aritmetisk,Litteratur,KVINNE,1914-08-08,5984
08883147961,BOSATT,Tøff,Kunde,MANN,1931-08-08,3743
08884298394,BOSATT,Komfortabel,Restaurant,MANN,1942-08-08,2055
08885796800,BOSATT,Storartet,Bakverk,KVINNE,1957-08-08,2040
08886298502,BOSATT,Falsk,Penge,MANN,1962-08-08,9055
08891049723,BOSATT,Passiv,Pris,MANN,1910-09-08,3536
08899499817,BOSATT,Lojal,Klokke,KVINNE,1994-09-08,0785
08902949667,BOSATT,Glemsom,Plomme,KVINNE,1929-10-08,3186
08908398336,BOSATT,Snakkesalig,Bly,MANN,1983-10-08,1463
08910848624,BOSATT,Geometrisk,Kryddermål,KVINNE,1908-11-08,1430
08911898676,BOSATT,Gylden,Aktivitet,KVINNE,2018-11-08,4635
08915297618,BOSATT,Lattermild,Kreps,KVINNE,1952-11-08,3260
08916597518,BOSATT,Stridlynt,Sebra,MANN,1965-11-08,0768
08920549293,BOSATT,Overfladisk,Klippfisk,KVINNE,1905-12-08,4790
08921697911,BOSATT,Lang,Base,MANN,2016-12-08,7320
08925398331,BOSATT,Berømt,Klippfisk,MANN,1953-12-08,9980
08927099390,BOSATT,Blomstrete,Barnestol,MANN,1970-12-08,5053
09810449435,BOSATT,Økonomisk,Lommebok,KVINNE,1904-01-09,4056
09811049147,BOSATT,Idiotsikker,Mønster,MANN,1910-01-09,8907
09811349442,BOSATT,Flat,Iskrem,KVINNE,1913-01-09,3173
09813148673,UTFLYTTET,Musikalsk,Kjerne,KVINNE,1931-01-09,1458
09820849075,BOSATT,Utholden,Medvind,KVINNE,1908-02-09,1176
09825298069,BOSATT,Håndlaget,Pappa,KVINNE,1952-02-09,5986
09826197606,BOSATT,Vokal,Pus,KVINNE,1961-02-09,2413
09833847977,BOSATT,Utakknemlig,Bedrift,MANN,1938-03-09,2411
09836798829,BOSATT,Viktig,Bacon,KVINNE,1967-03-09,6968
09840849721,BOSATT,Mett,Journalist,MANN,1908-04-09,1613
09841049036,BOSATT,Eksakt,Ekornhale,KVINNE,1910-04-09,3536
09848698935,BOSATT,Human,Bikkje,MANN,1986-04-09,7240
09857096204,BOSATT,Selvhjulpen,Hylle,KVINNE,1970-05-09,4264
09857196144,BOSATT,Nybakt,Avstand,MANN,1971-05-09,4645
09857797105,BOSATT,Klok,Plomme,MANN,1977-05-09,7072
09860647688,BOSATT,Åpen,Bok,KVINNE,1906-06-09,1061
09862748449,BOSATT,Oppfarende,Plass,KVINNE,1927-06-09,4790
09867196053,BOSATT,Uemosjonell,August,KVINNE,1971-06-09,3967
09874198584,BOSATT,Genierklært,Årsak,MANN,1941-07-09,1182
09878299210,BOSATT,Elektronisk,Jurist,KVINNE,1982-07-09,3186
09878899730,BOSATT,Kunnskapsrik,Badebukse,MANN,1988-07-09,5585
09880549305,BOSATT,Foretaksom,Fasade,MANN,1905-08-09,4056
09886098186,BOSATT,Skyfri,November,MANN,1960-08-09,2690
09886296611,BOSATT,Juridisk,Herbarium,KVINNE,1962-08-09,7242
09887497718,BOSATT,Usedvanlig,Bart,MANN,1974-08-09,4311
09889198424,BOSATT,Sindig,Enkemann,KVINNE,1991-08-09,8470
09895896931,BOSATT,Vennlig,Geit,MANN,1958-09-09,4346
09896197646,BOSATT,Flink,Dugnad,KVINNE,1961-09-09,0956
09897497708,BOSATT,Kompleks,Magesekk,MANN,1974-09-09,5036
09898298164,BOSATT,Rørete,Føflekk,MANN,1982-09-09,3613
09907898765,BOSATT,Subtil,Netthinne,MANN,1978-10-09,3035
09911048725,BOSATT,Spontan,Tregrense,MANN,1910-11-09,6630
09911648811,BOSATT,Økologisk,Lyd,KVINNE,1916-11-09,9321
09912199239,BOSATT,Nyttig,Ponni,KVINNE,2021-11-09,1769
09917298669,BOSATT,Inkonsekvent,By,KVINNE,1972-11-09,4307
09925796333,BOSATT,Snar,Pyramide,MANN,1957-12-09,2420
09926598098,BOSATT,Rektangulær,Artikkel,KVINNE,1965-12-09,3145
10817796562,BOSATT,Kreativ,Bikkje,MANN,1977-01-10,1405
10821699881,BOSATT,Samlet,Sanddyne,KVINNE,2016-02-10,9405
10835398280,BOSATT,Søvnig,Karakteristikk,KVINNE,1953-03-10,9055
10840549556,BOSATT,Fintfølende,Telefonkatalog,MANN,1905-04-10,7035
10840648430,BOSATT,Hardhudet,Fiber,KVINNE,1906-04-10,2611
10846797136,BOSATT,Omsorgsfull,Herre,MANN,1967-04-10,3611
10851948835,BOSATT,Venstre,Ape,KVINNE,1919-05-10,2013
10855298673,BOSATT,Spennende,Salve,KVINNE,1952-05-10,2000
10860549617,BOSATT,Dyktig,Skrivemaskin,KVINNE,1905-06-10,3811
10871497899,BOSATT,Skravlete,Opportunist,KVINNE,2014-07-10,0374
10876599428,BOSATT,Anstendig,Innsjø,KVINNE,1965-07-10,1680
10880349908,BOSATT,Oppfarende,Krem,MANN,1903-08-10,5235
10880849064,UTFLYTTET,Effektiv,Masekopp,KVINNE,1908-08-10,1476
10883648051,BOSATT,Nett,Bit,KVINNE,1936-08-10,3050
10890247976,BOSATT,Grådig,Helgen,MANN,1902-09-10,4364
10890999765,BOSATT,Ung,Konsert,MANN,2009-09-10,9440
10894698921,BOSATT,Aktiv,Kantarell,MANN,1946-09-10,4886
10900897842,BOSATT,Lun,Blokkfløyte,KVINNE,2008-10-10,1930
10901848993,BOSATT,Taus,Grense,MANN,1918-10-10,6644
10906898786,BOSATT,Estetisk,Energidrikk,MANN,1968-10-10,6600
10917797051,BOSATT,Hyggelig,Felle,KVINNE,1977-11-10,3960
10921299937,BOSATT,Vakker,Vane,MANN,2012-12-10,7760
10925798474,BOSATT,Skånsom,Samboer,KVINNE,1957-12-10,8626
11815796707,BOSATT,Akselererende,Hylle,MANN,1957-01-11,7540
11815995017,BOSATT,Kranglete,Nestleder,KVINNE,1959-01-11,4460
11826095905,BOSATT,Rettferdig,Traktoregg,MANN,1960-02-11,1626
11830249380,BOSATT,Modig,Søndag,MANN,1902-03-11,5235
11836498773,BOSATT,Kranglete,Pære,MANN,1964-03-11,1570
11839998661,BOSATT,Unormal,Bokhylle,KVINNE,1999-03-11,3172
11847798159,BOSATT,Urolig,Anbefaling,MANN,1977-04-11,4460
11850249956,BOSATT,Snål,Frukthage,MANN,1902-05-11,1400
11850397637,BOSATT,Hevngjerrig,Ball,KVINNE,2003-05-11,7300
11855397910,BOSATT,Søvnig,Kusine,MANN,1953-05-11,1163
11864099345,BOSATT,Kreativ,Fartshump,MANN,1940-06-11,3050
11864796224,BOSATT,Uforgjengelig,Gullmynt,KVINNE,1947-06-11,1960
11870299445,BOSATT,Akvatisk,Klippfisk,KVINNE,2002-07-11,4828
11870749920,BOSATT,Nøytral,Fastlegeordning,MANN,1907-07-11,0979
11879897736,BOSATT,Overnaturlig,Synsing,MANN,1998-07-11,5132
11881249369,BOSATT,Erfaren,Komedie,MANN,1912-08-11,3173
11881249954,BOSATT,Demokratisk,Andrefiolin,MANN,1912-08-11,9014
11881647917,BOSATT,Hurtig,Kjetting,MANN,1916-08-11,9406
11886497182,BOSATT,Tørr,Tournure,MANN,1964-08-11,4848
11891048795,BOSATT,Fattig,Banjo,MANN,1910-09-11,6600
11898099166,BOSATT,Bemerkelsesverdig,Gyngehest,MANN,1980-09-11,5529
11900849798,BOSATT,Allsidig,Innestemme,MANN,1908-10-11,4346
11903247918,BOSATT,Funksjonell,Bøk,MANN,1932-10-11,3617
11905499264,BOSATT,Dyr,Avdeling,KVINNE,1954-10-11,9055
11906096686,BOSATT,Rastløs,Klem,KVINNE,1960-10-11,1165
11908798912,BOSATT,Høy,Betydning,MANN,1987-10-11,9445
11910799276,BOSATT,Populær,Kommentar,KVINNE,2007-11-11,1430
11916996391,BOSATT,Gøyal,Dagelev,MANN,1969-11-11,5550
11918297962,BOSATT,Flott,Påkjenning,MANN,1982-11-11,1900
12812946275,BOSATT,Unøyaktig,Boble,KVINNE,1929-01-12,4621
12820049207,BOSATT,Akustisk,Seidel,KVINNE,1900-02-12,5593
12820249753,BOSATT,Gåen,Aldersforskjell,MANN,1902-02-12,2383
12823247999,BOSATT,Tørst,Administrasjonsbygning,MANN,1932-02-12,9108
12823949845,BOSATT,Grunn,Bukk,KVINNE,1939-02-12,3942
12840097380,BOSATT,Distingvert,Branngate,MANN,2000-04-12,3917
12844099485,BOSATT,Hensiktsmessig,Biografi,KVINNE,1940-04-12,8470
12846398943,BOSATT,Utålmodig,Gelatin,MANN,1963-04-12,3660
12847899830,BOSATT,Komplisert,Ostehøvel,KVINNE,1978-04-12,6896
12850146665,BOSATT,Sannsynlig,Harmoni,KVINNE,1901-05-12,1900
12856897115,BOSATT,Livsglad,Bank,MANN,1968-05-12,1684
12859497207,BOSATT,Måteholden,Tone,KVINNE,1994-05-12,7760
12869497620,BOSATT,Refleksiv,Innestemme,KVINNE,1994-06-12,1940
12883648534,BOSATT,Minst,Bever,MANN,1936-08-12,3055
12895798191,BOSATT,Oppjaget,Formel,MANN,1957-09-12,1165
12898097356,BOSATT,Smal,Stund,MANN,1980-09-12,3733
12905595979,BOSATT,Unormal,Ball,MANN,1955-10-12,3420
12907596123,BOSATT,Farlig,Kryddermål,MANN,1975-10-12,8026
12908498656,UTFLYTTET,Uvitende,Gulnebblom,KVINNE,1984-10-12,1811
12913449566,BOSATT,Internasjonal,Mandolin,MANN,1934-11-12,1415
12915999873,BOSATT,Diskret,Råvare,KVINNE,1959-11-12,1531
12917898268,BOSATT,Fullkommen,Pendel,KVINNE,1978-11-12,3480
12920449733,BOSATT,Ubestikkelig,Seidel,MANN,1904-12-12,2836
13811998049,BOSATT,Kvart,Brud,KVINNE,2019-01-13,3652
13819297597,BOSATT,Sjelden,Servitør,MANN,1992-01-13,9104
13820649766,BOSATT,Dogmatisk,Ballongbukse,MANN,1906-02-13,1724
13821649956,BOSATT,Beskjeden,Antikvitet,MANN,1916-02-13,9159
13834497144,BOSATT,Salt,Oversikt,MANN,1944-03-13,1455
13836498075,BOSATT,Akvatisk,Lapp,KVINNE,1964-03-13,5008
13841498962,BOSATT,Kontant,Restaurant,MANN,2014-04-13,4460
13850749080,BOSATT,Veldig,Lampe,KVINNE,1907-05-13,4346
13851699788,BOSATT,Lengre,Bank,MANN,2016-05-13,9007
13854997461,BOSATT,Tydelig,Hobby,KVINNE,1949-05-13,0489
13855197604,BOSATT,Ledende,Karnapp,KVINNE,1951-05-13,0861
13857698791,BOSATT,Sky,Klang,MANN,1976-05-13,0590
13864698888,BOSATT,Sorgløs,Skorpion,KVINNE,1946-06-13,3226
13867296969,BOSATT,Allsidig,Handlingsrom,MANN,1972-06-13,6817
13868299015,BOSATT,Rakrygget,Bøk,KVINNE,1982-06-13,7059
13869499085,BOSATT,Håndlaget,Varde,KVINNE,1994-06-13,1383
13870749060,BOSATT,Kvart,Kjeks,KVINNE,1907-07-13,4885
13872049414,BOSATT,Reflekterende,Bom,KVINNE,1920-07-13,4327
13874198530,BOSATT,Upopulær,Lenestol,MANN,1941-07-13,5164
13876797032,BOSATT,Offisiell,Analogi,KVINNE,1967-07-13,4560
13877699565,BOSATT,Nysgjerrig,Bånd,MANN,1976-07-13,0280
13879097929,BOSATT,Ledende,Badeby,MANN,1990-07-13,6007
13880747392,BOSATT,Salig,Radiostasjon,MANN,1907-08-13,2611
13881197752,BOSATT,Taus,Bru,MANN,2011-08-13,7760
13887899406,BOSATT,Løsningsorientert,Joker,KVINNE,1978-08-13,1338
13891998230,BOSATT,Vaklende,Struktur,KVINNE,2019-09-13,6674
13894896102,BOSATT,Tydelig,Gang,MANN,1948-09-13,4056
13895098528,BOSATT,Begeistret,Idé,MANN,1950-09-13,7760
13896597595,BOSATT,Minst,Bikkje,MANN,1965-09-13,1184
13898999283,BOSATT,Autonom,Konklusjon,KVINNE,1989-09-13,2850
13900999539,BOSATT,Hardhudet,Lunsj,MANN,2009-10-13,0490
13906298192,BOSATT,Inkluderende,Kulturplante,MANN,1962-10-13,5529
13907297750,BOSATT,Fantasiløs,Bær,MANN,1972-10-13,2034
13912199295,BOSATT,Anonym,Fusjon,KVINNE,2021-11-13,5522
13913148244,BOSATT,Alminnelig,Vare,KVINNE,1931-11-13,2052
13914599568,BOSATT,Sigen,Fart,MANN,1945-11-13,8310
13918599732,BOSATT,Etterpåklok,Krampe,MANN,1985-11-13,4707
13918899442,BOSATT,Tillitsfull,Suppe,KVINNE,1988-11-13,7357
13920349913,BOSATT,Aritmetisk,Kamel,MANN,1903-12-13,3803
13921099589,BOSATT,Oversiktlig,Legg,MANN,2010-12-13,7100
13927197205,BOSATT,Skapende,Kusine,KVINNE,1971-12-13,1350
14810797496,BOSATT,Nysgjerrig,Ekornhale,KVINNE,2007-01-14,0374
14810948893,BOSATT,Omtenksom,Vest,KVINNE,1909-01-14,2827
14818098279,BOSATT,Ren,Cosinus,KVINNE,1980-01-14,4737
14825399888,BOSATT,Tilfeldig,Liggestol,KVINNE,1953-02-14,2004
14825498177,BOSATT,Eksplosiv,Grav,MANN,1954-02-14,3515
14830648659,BOSATT,Berikende,Rulletrapp,KVINNE,1906-03-14,1400
14836298234,BOSATT,Skyfri,Rosin,KVINNE,1962-03-14,5148
14837195609,BOSATT,Humoristisk,Artisjokk,KVINNE,1971-03-14,2640
14837498466,BOSATT,Kulturell,Nettverkskabel,KVINNE,1974-03-14,4480
14840147941,BOSATT,Medgjørlig,Avstand,MANN,1901-04-14,0987
14840148816,BOSATT,Tru,Plikt,KVINNE,1901-04-14,1400
14845397938,BOSATT,Rolig,Handlingsrom,MANN,1953-04-14,1900
14853748987,BOSATT,Hyppig,Asparges,MANN,1937-05-14,3802
14855997348,BOSATT,Slakk,Arbeidsdag,MANN,1959-05-14,3265
14855999278,BOSATT,Ekstra,Bakkerekord,KVINNE,1959-05-14,0770
14856297420,BOSATT,Mye,Klemme,KVINNE,1962-05-14,1940
14861249124,BOSATT,Livstrett,Karaffel,MANN,1912-06-14,7046
14865997419,BOSATT,Konsekvent,Blund,KVINNE,1959-06-14,6520
14868098652,BOSATT,Kostbar,Budeie,KVINNE,1980-06-14,5517
14874297888,BOSATT,Reservert,Alkymist,KVINNE,1942-07-14,4318
14877698700,BOSATT,Tilgivende,Konjunksjon,MANN,1976-07-14,1784
14886997346,BOSATT,Skamfull,Servise,MANN,1969-08-14,1860
14888499238,BOSATT,Spesiell,Brudekjole,KVINNE,1984-08-14,0490
14890549986,BOSATT,Diverse,Administrasjonsbygning,MANN,1905-09-14,9911
14891849533,BOSATT,Rettferdig,Brudekjole,MANN,1918-09-14,5011
14910548787,BOSATT,Opplyst,Lunge,MANN,1905-11-14,4641
14916394382,BOSATT,Dobbel,Knapp,MANN,1963-11-14,7170
14917195324,BOSATT,Nøytral,Kortstokk,MANN,1971-11-14,2092
14923849417,BOSATT,Berikende,Æresdoktor,KVINNE,1938-12-14,3055
14926595793,BOSATT,Vertikal,Karnapp,MANN,1965-12-14,1356
15815598803,BOSATT,Normal,Sverm,KVINNE,1955-01-15,0685
15820098959,BOSATT,Sympatisk,Ballsko,MANN,2000-02-15,2848
15829597184,BOSATT,Inkonsekvent,Trombone,MANN,1995-02-15,3340
15831199862,BOSATT,Veldig,Metode,KVINNE,2011-03-15,3218
15833348881,BOSATT,Spontan,Gate,KVINNE,1933-03-15,1723
15836399835,BOSATT,Oppfyllende,Edderkopp,KVINNE,1963-03-15,4311
15837897766,BOSATT,Aktpågivende,Tangent,MANN,1978-03-15,3652
15840949262,BOSATT,Viktig,Presentasjon,KVINNE,1909-04-15,1724
15845499060,BOSATT,Klok,Knute,KVINNE,1954-04-15,9445
15845796804,BOSATT,Umake,Måneferd,KVINNE,1957-04-15,3535
15847699059,BOSATT,Omtenksom,Klaustrofobi,KVINNE,1976-04-15,7898
15851347698,BOSATT,Stolt,Jakke,KVINNE,1913-05-15,0166
15851349518,BOSATT,Ordinær,Brev,MANN,1913-05-15,1388
15856895898,BOSATT,Søvnig,Æresdoktor,KVINNE,1968-05-15,4628
15858899432,BOSATT,Eksemplarisk,Filet,KVINNE,1988-05-15,1680
15860099540,BOSATT,Integrert,Mengde,MANN,2000-06-15,7562
15862949037,BOSATT,Grei,Baby,KVINNE,1929-06-15,6490
15867898600,BOSATT,Sitrongul,Farsott,KVINNE,1978-06-15,1746
15869598957,BOSATT,Horisontal,Fuktighetskrem,MANN,1995-06-15,7629
15871449519,BOSATT,Plutselig,Blad,MANN,1914-07-15,2266
15880249468,BOSATT,Treig,Medisterdeig,KVINNE,1902-08-15,5984
15885198284,BOSATT,Rørete,Brøkstrek,KVINNE,1951-08-15,5984
15896699161,BOSATT,Samarbeidsvillig,Bar,MANN,1966-09-15,0361
15898398290,BOSATT,Husløs,Mor,KVINNE,1983-09-15,0374
15907096146,BOSATT,Nøytral,Krem,MANN,1970-10-15,5745
15910149617,BOSATT,Viktig,Fasttelefon,KVINNE,1901-11-15,5244
15911299256,BOSATT,Dyp,Persille,KVINNE,2012-11-15,5585
15922148284,BOSATT,Trist,Regle,KVINNE,1921-12-15,6817
15924898442,BOSATT,Lydig,Prest,KVINNE,1948-12-15,9016
15927397991,BOSATT,Grunn,Lov,MANN,1973-12-15,1832
16811349597,BOSATT,Ryddig,Systrending,MANN,1913-01-16,9620
16826395781,BOSATT,Vaklende,Oridé,MANN,1963-02-16,2019
16826397792,BOSATT,Underfundig,Slektning,MANN,1963-02-16,4049
16828199475,BOSATT,Sprudlende,Flyvertinne,KVINNE,1981-02-16,5585
16831048801,BOSATT,Glemsom,Alderstrygd,KVINNE,1910-03-16,9511
16840398335,BOSATT,Heldig,Tusenfryd,MANN,2003-04-16,3652
16845398104,UTFLYTTET,Geometrisk,Opplag,MANN,1953-04-16,2066
16849199564,BOSATT,Flink,Bjørnunge,MANN,1991-04-16,3697
16850248390,BOSATT,Lysegul,Poesi,MANN,1902-05-16,3039
16856097971,BOSATT,Overmodig,Kalender,MANN,1960-05-16,6570
16857498090,BOSATT,Minimalistisk,Komfyr,KVINNE,1974-05-16,9440
16859898525,BOSATT,Klok,Kortstokk,MANN,1998-05-16,5984
16870147728,BOSATT,Utålmodig,Ball,MANN,1901-07-16,2387
16870549974,BOSATT,Forstandig,Abbor,MANN,1905-07-16,1680
16877498747,BOSATT,Nyttig,Aktor,MANN,1974-07-16,6814
16878396743,BOSATT,Human,Motordel,MANN,1983-07-16,4311
16881099911,BOSATT,Morsk,Gråsisik,MANN,2010-08-16,3218
16886697957,BOSATT,Kulturell,Fastlege,MANN,1966-08-16,1363
16890449852,BOSATT,Utålmodig,Bunad,KVINNE,1904-09-16,2836
16890498306,BOSATT,Integrert,Base,MANN,2004-09-16,4070
16892099697,BOSATT,Hyggelig,Appell,KVINNE,2020-09-16,4707
16893748753,BOSATT,Plutselig,Bever,MANN,1937-09-16,0257
16896597411,BOSATT,Økonomisk,Bøye,KVINNE,1965-09-16,0489
16902197897,BOSATT,Kompetent,Halvmeter,KVINNE,2021-10-16,2609
16905397560,BOSATT,Akustisk,Tomat,MANN,1953-10-16,5521
16910249677,BOSATT,Artig,Takke,KVINNE,1902-11-16,7760
16910949350,BOSATT,Forskjellig,Kornsort,MANN,1909-11-16,4885
16913448638,BOSATT,Urokkelig,Kunngjøring,KVINNE,1934-11-16,6475
16915998511,BOSATT,Vertikal,Fole,MANN,1959-11-16,2315
16918598875,BOSATT,Jordnær,Hotellsuite,KVINNE,1985-11-16,0665
16918695900,BOSATT,Krass,Grøt,MANN,1986-11-16,6610
16925396676,BOSATT,Komplett,Jubel,KVINNE,1953-12-16,1940
16927398048,BOSATT,Konkurransedyktig,Klappstol,KVINNE,1973-12-16,1178
16927498816,BOSATT,Medgjørlig,Brosme,KVINNE,1974-12-16,5516
16927499529,BOSATT,Sjokkert,Jordskjelv,MANN,1974-12-16,1738
17811398160,BOSATT,Åpen,Abbor,MANN,2013-01-17,7203
17816697522,BOSATT,Rettferdig,Poesi,MANN,1966-01-17,1340
17816997232,BOSATT,Kjærlig,Sokk,KVINNE,1969-01-17,3830
17831999969,BOSATT,Kald,Gullmynt,MANN,2019-03-17,0785
17834695979,BOSATT,Lys,Gress,MANN,1946-03-17,9519
17835696529,BOSATT,Artig,Ektemann,MANN,1956-03-17,6887
17837296935,BOSATT,Subjektiv,Pianist,MANN,1972-03-17,8198
